GEOID,NAME,B01001_calc_PopDensity
20065,Graham County,1.093601149
20067,Grant County,5.115714933
20069,Gray County,2.682686448
20071,Greeley County,0.595220999
20073,Greenwood County,2.07892651
20075,Hamilton County,1.013577
20077,Harper County,2.733593392
20079,Harvey County,24.71813981
20081,Haskell County,2.705629722
20083,Hodgeman County,0.826984606
20085,Jackson County,7.835959798
20087,Jefferson County,13.69330407
20089,Jewell County,1.237263753
20091,Johnson County,477.3188482
20093,Kearny County,1.743915297
20095,Kingman County,3.340637513
20097,Kiowa County,1.349627327
20099,Labette County,12.18442316
20101,Lane County,0.883707806
20103,Leavenworth County,66.68979644
20105,Lincoln County,1.662170248
20107,Linn County,6.261931225
20109,Logan County,1.011140639
20111,Lyon County,15.17048729
20113,McPherson County,12.30581098
20115,Marion County,4.91960919
20117,Marshall County,4.202549527
20119,Meade County,1.682047343
20121,Miami County,22.21024227
20123,Mitchell County,3.423133399
20125,Montgomery County,19.7792301
20127,Morris County,3.090626674
20129,Morton County,1.501591773
20131,Nemaha County,5.43773105
20133,Neosho County,10.89445191
20135,Ness County,1.06158934
20137,Norton County,2.412358825
20139,Osage County,8.691733943
20141,Osborne County,1.558657342
20143,Ottawa County,3.161757751
20145,Pawnee County,3.434292967
20147,Phillips County,2.357047716
20149,Pottawatomie County,10.81224348
20151,Pratt County,5.033247832
20153,Rawlins County,0.90584952
20155,Reno County,19.40502446
20157,Republic County,2.522068827
20159,Rice County,5.189969677
20161,Riley County,47.68079694
20163,Rooks County,2.218990522
20165,Rush County,1.668641256
20167,Russell County,3.039553587
20169,Saline County,29.47167687
20171,Scott County,2.662847404
20173,Sedgwick County,198.2078776
20175,Seward County,13.69716362
20177,Shawnee County,126.5335231
20179,Sheridan County,1.079931148
20181,Sherman County,2.181198713
20183,Smith County,1.579395489
20185,Stafford County,2.054217141
20187,Stanton County,1.170759906
20189,Stevens County,3.018694584
20191,Sumner County,7.583249161
20193,Thomas County,2.810925259
20195,Trego County,1.240598197
20197,Wabaunsee County,3.348043622
20199,Wallace County,0.665582497
20201,Washington County,2.384118733
20203,Wichita County,1.151483051
20205,Wilson County,5.942943942
20207,Woodson County,2.458613973
20209,Wyandotte County,418.4522062
21001,Adair County,18.33015572
21003,Allen County,23.31589108
21005,Anderson County,42.43425602
21007,Ballard County,12.65273497
21009,Barren County,34.5887888
21011,Bath County,16.98977355
21013,Bell County,29.23546513
21015,Boone County,202.3834146
21017,Bourbon County,26.84294204
21019,Boyd County,116.1466556
21021,Boyle County,64.03928685
21023,Bracken County,15.81994256
21025,Breathitt County,10.28421391
21027,Breckinridge County,13.60626856
21029,Bullitt County,103.2955927
21031,Butler County,11.54886161
21033,Caldwell County,14.25192729
21035,Calloway County,38.88396268
21037,Campbell County,235.395229
21039,Carlisle County,9.866558938
21041,Carroll County,32.16556487
21043,Carter County,25.73102982
21045,Casey County,13.72881922
21047,Christian County,38.88576193
21049,Clark County,54.85553722
21051,Clay County,16.96542072
21053,Clinton County,19.98726953
21055,Crittenden County,9.742567724
21057,Cumberland County,8.492596421
21059,Daviess County,84.17676813
21061,Edmonson County,15.45250458
21063,Elliott County,12.38625284
21065,Estill County,21.8349095
21067,Fayette County,433.8783812
21069,Fleming County,16.03917638
21071,Floyd County,36.25164412
21073,Franklin County,93.4339071
21075,Fulton County,11.64318162
21077,Gallatin County,34.16949365
21079,Garrard County,29.0761375
21081,Grant County,37.28883301
21083,Graves County,26.09718483
21085,Grayson County,20.21768556
21087,Green County,14.87858376
21089,Greenup County,40.08840324
21091,Hancock County,17.93766824
21093,Hardin County,66.94972341
21095,Harlan County,22.48991942
21097,Harrison County,23.5230933
21099,Hart County,17.43235989
21101,Henderson County,40.81079235
21103,Henry County,21.32703228
21105,Hickman County,7.279820792
21107,Hopkins County,32.52551379
21109,Jackson County,14.95775337
21111,Jefferson County,778.0698343
21113,Jessamine County,117.5630452
21115,Johnson County,33.66765309
21117,Kenton County,396.7181937
21119,Knott County,17.03924339
21121,Knox County,31.45054702
21123,Larue County,20.89697527
21125,Laurel County,53.53987233
21127,Lawrence County,14.66293087
21129,Lee County,12.48007927
21131,Leslie County,10.08662946
21133,Letcher County,25.90845342
21135,Lewis County,10.78726509
21137,Lincoln County,28.37157269
21139,Livingston County,11.42171308
21141,Logan County,18.77258386
21143,Lyon County,14.7802121
21145,McCracken County,101.3342058
21147,McCreary County,15.95325956
21149,McLean County,14.2667498
21151,Madison County,79.18923969
21153,Magoffin County,15.85496055
21155,Marion County,21.64635424
21157,Marshall County,39.94224602
21159,Martin County,20.04174147
21161,Mason County,27.58053737
21163,Meade County,35.80829015
21165,Menifee County,12.14717282
21167,Mercer County,33.35473342
21169,Metcalfe County,13.33542593
21171,Monroe County,12.4633622
21173,Montgomery County,54.30880936
21175,Morgan County,13.45842234
21177,Muhlenberg County,25.67719612
21179,Nelson County,41.97326654
21181,Nicholas County,14.04646094
21183,Ohio County,15.82514916
21185,Oldham County,134.8063456
21187,Owen County,11.81153494
21189,Owsley County,8.729023441
21191,Pendleton County,20.2274497
21193,Perry County,30.59418111
21195,Pike County,29.68313316
21197,Powell County,26.57916715
21199,Pulaski County,37.61562899
21201,Robertson County,8.280686349
21203,Rockcastle County,20.52438963
21205,Rowan County,33.80245019
21207,Russell County,27.02947483
21209,Scott County,73.33424745
21211,Shelby County,47.56735556
21213,Simpson County,29.77797972
21215,Spencer County,37.72896853
21217,Taylor County,36.96236602
21219,Todd County,12.73252536
21221,Trigg County,12.54244908
21223,Trimble County,21.99016694
21225,Union County,16.66905409
21227,Warren County,90.10818904
21229,Washington County,15.62616521
21231,Wayne County,17.36678404
21233,Webster County,15.29416243
21235,Whitley County,31.82517611
21237,Wolfe County,12.55259004
21239,Woodford County,53.00114511
22001,Acadia Parish,36.87236211
22003,Allen Parish,13.00552965
22005,Ascension Parish,161.3021959
22007,Assumption Parish,25.89877241
22009,Avoyelles Parish,18.9711161
22011,Beauregard Parish,12.26632947
22013,Bienville Parish,6.504831559
22015,Bossier Parish,57.95449905
22017,Caddo Parish,109.1141448
22019,Calcasieu Parish,72.62153265
22021,Caldwell Parish,7.289798969
22023,Cameron Parish,2.063828365
22025,Catahoula Parish,5.394858883
22027,Claiborne Parish,8.261874246
22029,Concordia Parish,11.09090819
22031,De Soto Parish,11.99008553
22033,East Baton Rouge Parish,376.5643735
22035,East Carroll Parish,6.63070011
22037,East Feliciana Parish,16.60468344
22039,Evangeline Parish,19.60644704
22041,Franklin Parish,12.5625307
22043,Grant Parish,13.41875837
22045,Iberia Parish,48.88778944
22047,Iberville Parish,20.56865747
22049,Jackson Parish,10.80317751
22051,Jefferson Parish,568.4608792
22053,Jefferson Davis Parish,18.65235746
22055,Lafayette Parish,344.9383309
22057,Lafourche Parish,35.4943687
22059,LaSalle Parish,9.239609885
22061,Lincoln Parish,38.75901342
22063,Livingston Parish,82.27008668
22065,Madison Parish,7.093740468
22067,Morehouse Parish,12.62446152
22069,Natchitoches Parish,12.01309757
22071,Orleans Parish,887.9442128
22073,Ouachita Parish,98.72412134
22075,Plaquemines Parish,11.56468855
22077,Pointe Coupee Parish,15.35347669
22079,Rapides Parish,38.46738735
22081,Red River Parish,8.551783642
22083,Richland Parish,14.22468189
22085,Sabine Parish,10.73135837
22087,St. Bernard Parish,46.73374091
22089,St. Charles Parish,73.29353389
22091,St. Helena Parish,9.842380269
22093,St. James Parish,34.13874236
22095,St. John the Baptist Parish,78.26893586
22097,St. Landry Parish,34.87325247
22099,St. Martin Parish,28.15151992
22101,St. Mary Parish,35.95261205
22103,St. Tammany Parish,115.0206595
22105,Tangipahoa Parish,63.67638823
22107,Tensas Parish,2.988717991
22109,Terrebonne Parish,35.34650913
22111,Union Parish,9.894953492
22113,Vermilion Parish,19.70213394
22115,Vernon Parish,14.83067473
22117,Washington Parish,26.79066518
22119,Webster Parish,25.79577098
22121,West Baton Rouge Parish,51.89708458
22123,West Carroll Parish,12.00242233
22125,West Feliciana Parish,14.72060896
22127,Winn Parish,5.890165171
23001,Androscoggin County,88.65336766
23003,Aroostook County,3.951100932
23005,Cumberland County,134.4200117
23007,Franklin County,6.829858409
23009,Hancock County,13.26827489
23011,Kennebec County,54.09850381
23013,Knox County,42.11023048
23015,Lincoln County,28.8534917
23017,Oxford County,10.65676782
23019,Penobscot County,17.24666118
23021,Piscataquis County,1.646063948
23023,Sagadahoc County,53.63021744
23025,Somerset County,4.989161243
23027,Waldo County,20.84929659
23029,Washington County,4.775067856
23031,York County,79.1261164
24001,Allegany County,65.82512308
24003,Anne Arundel County,528.4397218
24005,Baltimore County,534.0413784
24009,Calvert County,164.9551742
24011,Caroline County,39.7352873
24013,Carroll County,144.4971047
24015,Cecil County,114.3069038
24017,Charles County,132.9772265
24019,Dorchester County,23.03451107
24021,Frederick County,145.2537914
24023,Garrett County,17.47424746
24025,Harford County,221.7271443
24027,Howard County,485.1603249
24029,Kent County,27.3066914
24031,Montgomery County,814.4747962
24033,Prince George's County,724.9258165
24035,Queen Anne's County,51.26963696
24037,St. Mary's County,120.0551638
24039,Somerset County,31.07787965
24041,Talbot County,53.49765439
24043,Washington County,126.3575575
24045,Wicomico County,105.3600627
24047,Worcester County,42.51432218
24510,Baltimore city,2932.040761
25001,Barnstable County,209.2848818
25003,Berkshire County,53.04016386
25005,Bristol County,390.1505028
25007,Dukes County,64.7697872
25009,Essex County,612.3264362
25011,Franklin County,39.1694219
25013,Hampden County,293.5650603
25015,Hampshire County,118.019676
25017,Middlesex County,753.0895333
25019,Nantucket County,92.90351158
25021,Norfolk County,680.6297135
25023,Plymouth County,300.0827076
25025,Suffolk County,5248.519833
25027,Worcester County,210.1639701
26001,Alcona County,5.931269853
26003,Alger County,3.879446925
26005,Allegan County,53.92102964
26007,Alpena County,19.31776341
26009,Antrim County,18.81251469
26011,Arenac County,16.12227532
26013,Baraga County,3.655915256
26015,Barry County,41.92435909
26017,Bay County,91.48441331
26019,Benzie County,21.197698
26021,Berrien County,105.2725308
26023,Branch County,33.22953627
26025,Calhoun County,73.51472524
26027,Cass County,40.53988578
26029,Charlevoix County,24.31537847
26031,Cheboygan County,13.74212731
26033,Chippewa County,9.372935438
26035,Clare County,20.94547115
26037,Clinton County,53.09820863
26039,Crawford County,9.601162039
26041,Delta County,11.93153821
26043,Dickinson County,12.97412949
26045,Eaton County,73.26986942
26047,Emmet County,27.28536454
26049,Genesee County,248.1385245
26051,Gladwin County,19.45875815
26053,Gogebic County,5.399860881
26055,Grand Traverse County,76.28762679
26057,Gratiot County,27.89690217
26059,Hillsdale County,29.58287449
26061,Houghton County,13.91206727
26063,Huron County,14.56719108
26065,Ingham County,201.0352465
26067,Ionia County,43.37072155
26069,Iosco County,17.75237723
26071,Iron County,3.712682017
26073,Isabella County,47.7151145
26075,Jackson County,87.41753194
26077,Kalamazoo County,179.6764763
26079,Kalkaska County,12.04569854
26081,Kent County,292.8105753
26083,Keweenaw County,1.522643144
26085,Lake County,8.001922192
26087,Lapeer County,52.83187468
26089,Leelanau County,24.06356429
26091,Lenawee County,50.7194931
26093,Livingston County,128.7462614
26095,Luce County,2.732980156
26097,Mackinac County,4.087103862
26099,Macomb County,699.8635883
26101,Manistee County,17.40261535
26103,Marquette County,14.28674789
26105,Mason County,22.53091769
26107,Mecosta County,30.0915382
26109,Menominee County,8.592286346
26111,Midland County,62.36493775
26113,Missaukee County,10.25845311
26115,Monroe County,105.2143241
26117,Montcalm County,34.60108249
26119,Montmorency County,6.540803771
26121,Muskegon County,132.5934611
26123,Newaygo County,22.15734823
26125,Oakland County,556.7798567
26127,Oceana County,18.95519222
26129,Ogemaw County,14.33948507
26131,Ontonagon County,1.757663769
26133,Osceola County,15.83991701
26135,Oscoda County,5.649489754
26137,Otsego County,18.2897872
26139,Ottawa County,194.610162
26141,Presque Isle County,7.500864573
26143,Roscommon County,17.73229412
26145,Saginaw County,92.98590075
26147,St. Clair County,85.4121096
26149,St. Joseph County,46.96898707
26151,Sanilac County,16.59656849
26153,Schoolcraft County,2.658521495
26155,Shiawassee County,49.80663028
26157,Tuscola County,25.55592587
26159,Van Buren County,47.81657698
26161,Washtenaw County,200.1470343
26163,Wayne County,1111.243974
26165,Wexford County,22.629962
27001,Aitkin County,3.355774681
27003,Anoka County,317.8925949
27005,Becker County,9.915577814
27007,Beltrami County,7.108971232
27009,Benton County,37.61666773
27011,Big Stone County,3.87977138
27013,Blue Earth County,34.24424159
27015,Brown County,15.92903909
27017,Carlton County,15.93174014
27019,Carver County,109.4606279
27021,Cass County,5.543212648
27023,Chippewa County,7.979724605
27025,Chisago County,50.92789964
27027,Clay County,23.19904548
27029,Clearwater County,3.4066548
27031,Cook County,1.411880747
27033,Cottonwood County,6.860833752
27035,Crow Wing County,24.69495301
27037,Dakota County,287.0862611
27039,Dodge County,18.09049033
27041,Douglas County,22.55843074
27043,Faribault County,7.530445672
27045,Fillmore County,9.363680281
27047,Freeborn County,16.66426612
27049,Goodhue County,23.57660276
27051,Grant County,4.185268289
27053,Hennepin County,861.2850078
27055,Houston County,13.05300211
27057,Hubbard County,8.698506431
27059,Isanti County,34.53384188
27061,Itasca County,6.543269942
27063,Jackson County,5.518239361
27065,Kanabec County,11.84603911
27067,Kandiyohi County,20.65528477
27069,Kittson County,1.523938398
27071,Koochiching County,1.572662334
27073,Lac qui Parle County,3.418299557
27075,Lake County,1.934660717
27077,Lake of the Woods County,1.133137767
27079,Le Sueur County,24.08072321
27081,Lincoln County,4.104994209
27083,Lyon County,13.96464829
27085,McLeod County,28.14346915
27087,Mahnomen County,3.810728538
27089,Marshall County,2.042900712
27091,Martin County,10.82101817
27093,Meeker County,14.65436517
27095,Mille Lacs County,17.35546372
27097,Morrison County,11.30721277
27099,Mower County,21.49557969
27101,Murray County,4.576826326
27103,Nicollet County,29.07368911
27105,Nobles County,11.79157554
27107,Norman County,2.901554031
27109,Olmsted County,90.43287249
27111,Otter Tail County,11.35525316
27113,Pennington County,8.882049316
27115,Pine County,7.969148816
27117,Pipestone County,7.625646039
27119,Polk County,6.188180671
27121,Pope County,6.331688418
27123,Ramsey County,1373.486689
27125,Red Lake County,3.578797267
27127,Redwood County,6.737440087
27129,Renville County,5.782590878
27131,Rice County,51.21026588
27133,Rock County,7.533047083
27135,Roseau County,3.571336243
27137,St. Louis County,12.36461145
27139,Scott County,155.3858522
27141,Sherburne County,83.15061917
27143,Sibley County,9.777886502
27145,Stearns County,45.09063611
27147,Steele County,32.95902354
27149,Stevens County,6.702543102
27151,Swift County,4.896789923
27153,Todd County,9.985919718
27155,Traverse County,2.245140892
27157,Wabasha County,15.87359205
27159,Wadena County,9.824684807
27161,Waseca County,17.15359088
27163,Washington County,254.4333331
27165,Watonwan County,9.740561887
27167,Wilkin County,3.261048572
27169,Winona County,31.35532941
27171,Wright County,77.52473687
27173,Yellow Medicine County,5.019167855
28001,Adams County,26.34483607
28003,Alcorn County,35.88420614
28005,Amite County,6.593508175
28007,Attala County,9.761341766
28009,Benton County,7.836628889
28011,Bolivar County,14.35428471
28013,Calhoun County,9.591117351
28015,Carroll County,6.224560229
28017,Chickasaw County,13.29553467
28019,Choctaw County,7.682417421
28021,Claiborne County,7.224334492
28023,Clarke County,8.892475729
28025,Clay County,18.65044155
28027,Coahoma County,16.6338302
28029,Copiah County,14.26663426
28031,Covington County,17.81234204
28033,DeSoto County,142.7718716
28035,Forrest County,62.56364293
28037,Franklin County,5.310617435
28039,George County,19.12378631
28041,Greene County,7.42912219
28043,Grenada County,19.46233744
28045,Hancock County,38.0046386
28047,Harrison County,136.3818479
28049,Hinds County,107.3264588
28051,Holmes County,9.222988945
28053,Humphreys County,7.877689387
28055,Issaquena County,1.241373363
28057,Itawamba County,17.01531858
28059,Jackson County,75.86074194
28061,Jasper County,9.437315628
28063,Jefferson County,5.45513727
28065,Jefferson Davis County,10.86616101
28067,Jones County,38.03942488
28069,Kemper County,5.093219192
28071,Lafayette County,32.67504104
28073,Lamar County,47.59319855
28075,Lauderdale County,42.42785064
28077,Lawrence County,11.32278836
28079,Leake County,15.14873331
28081,Lee County,72.86541382
28083,Leflore County,19.37028134
28085,Lincoln County,22.6813684
28087,Lowndes County,45.4032083
28089,Madison County,55.92727918
28091,Marion County,17.94030858
28093,Marshall County,19.56630999
28095,Monroe County,18.08666701
28097,Montgomery County,9.67483601
28099,Neshoba County,19.89379786
28101,Newton County,14.38157924
28103,Noxubee County,6.014045636
28105,Oktibbeha County,41.69167639
28107,Panola County,19.2962311
28109,Pearl River County,26.24515785
28111,Perry County,7.175499358
28113,Pike County,37.51072001
28115,Pontotoc County,24.29022523
28117,Prentiss County,23.5949236
28119,Quitman County,7.02780924
28121,Rankin County,75.29564324
28123,Scott County,18.00808841
28125,Sharkey County,4.03434357
28127,Simpson County,17.7419576
28129,Smith County,9.747403215
28131,Stone County,15.92563533
28133,Sunflower County,14.68138043
28135,Tallahatchie County,8.59369213
28137,Tate County,27.17935372
28139,Tippah County,18.54515252
28141,Tishomingo County,17.72437119
28143,Tunica County,8.636126794
28145,Union County,26.34292915
28147,Walthall County,13.95663243
28149,Warren County,30.88399826
28151,Washington County,25.08498098
28153,Wayne County,9.725940258
28155,Webster County,9.014770636
28157,Wilkinson County,5.118752942
28159,Winston County,11.67237598
28161,Yalobusha County,10.26601327
28163,Yazoo County,11.71024944
29001,Adair County,17.23537089
29003,Andrew County,15.5313136
29005,Atchison County,3.717911062
29007,Audrain County,14.35392985
29009,Barry County,17.60854903
29011,Barton County,7.728171676
29013,Bates County,7.555966482
29015,Benton County,10.41371619
29017,Bollinger County,7.673882055
29019,Boone County,99.41363667
29021,Buchanan County,84.24475137
29023,Butler County,23.75128649
29025,Caldwell County,8.193956256
29027,Callaway County,20.74470794
29029,Camden County,26.54100904
29031,Cape Girardeau County,52.27181693
29033,Carroll County,4.915339508
29035,Carter County,4.715945821
29037,Cass County,56.90980617
29039,Cedar County,11.34180243
29041,Chariton County,3.878610694
29043,Christian County,57.83181595
29045,Clark County,5.203054047
29047,Clay County,232.2097386
29049,Clinton County,18.86931837
29051,Cole County,75.67995645
29053,Cooper County,12.04755146
29055,Crawford County,12.62606615
29057,Dade County,5.980517182
29059,Dallas County,11.77610429
29061,Daviess County,5.690563996
29063,DeKalb County,11.51275537
29065,Dent County,7.952232527
29067,Douglas County,6.346587852
29069,Dunklin County,21.71187675
29071,Franklin County,43.00662407
29073,Gasconade County,10.9699606
29075,Gentry County,5.236582122
29077,Greene County,164.9031583
29079,Grundy County,8.904548618
29081,Harrison County,4.57112958
29083,Henry County,12.05766505
29085,Hickory County,9.069544684
29087,Holt County,3.718385395
29089,Howard County,8.419006275
29091,Howell County,16.6982967
29093,Iron County,7.171734272
29095,Jackson County,441.9796225
29097,Jasper County,72.10268318
29099,Jefferson County,131.327441
29101,Johnson County,24.99754762
29103,Knox County,3.026712691
29105,Laclede County,17.92770478
29107,Lafayette County,20.02231721
29109,Lawrence County,24.06788678
29111,Lewis County,7.6655937
29113,Lincoln County,34.2392392
29115,Linn County,7.643167885
29117,Livingston County,10.9353774
29119,McDonald County,16.33712376
29121,Macon County,7.350907175
29123,Madison County,9.531744995
29125,Maries County,6.509058175
29127,Marion County,25.33705272
29129,Mercer County,3.117163151
29131,Miller County,16.32035586
29133,Mississippi County,12.89686587
29135,Moniteau County,14.84578973
29137,Monroe County,5.159116544
29139,Montgomery County,8.331136413
29141,Morgan County,13.00961905
29143,New Madrid County,10.19012491
29145,Newton County,35.96925233
29147,Nodaway County,9.926797763
29149,Oregon County,5.23034364
29151,Osage County,8.668811026
29153,Ozark County,4.786813376
29155,Pemiscot County,13.34854591
29157,Perry County,15.58391918
29159,Pettis County,23.97969004
29161,Phelps County,25.74230576
29163,Pike County,10.64771721
29165,Platte County,90.89432517
29167,Polk County,19.16699993
29169,Pulaski County,37.11399762
29171,Putnam County,3.593702353
29173,Ralls County,8.397114239
29175,Randolph County,19.952522
29177,Ray County,15.49338692
29179,Reynolds County,3.015836521
29181,Ripley County,8.398043917
29183,St. Charles County,268.6522511
29185,St. Clair County,5.36725552
29186,Ste. Genevieve County,13.8234786
29187,St. Francois County,56.68575765
29189,St. Louis County,759.9012477
29195,Saline County,11.80651013
29197,Schuyler County,5.656372927
29199,Scotland County,4.332410851
29201,Scott County,35.6039403
29203,Shannon County,3.171679413
29205,Shelby County,4.672262407
29207,Stoddard County,13.84160574
29209,Stone County,26.2325202
29211,Sullivan County,3.764006173
29213,Taney County,33.41085262
29215,Texas County,8.419195202
29217,Vernon County,9.667138206
29219,Warren County,30.54539784
29221,Washington County,12.66790806
29223,Wayne County,6.768118295
29225,Webster County,24.81348099
29227,Worth County,2.954102851
29229,Wright County,10.35972684
29510,St. Louis city,1946.488522
30001,Beaverhead County,0.654314038
30003,Big Horn County,1.033353047
30005,Blaine County,0.614439103
30007,Broadwater County,1.8891289
30009,Carbon County,1.988486632
30011,Carter County,0.152338308
30013,Cascade County,11.6976558
30015,Chouteau County,0.562649284
30017,Custer County,1.208830904
30019,Daniels County,0.474634872
30021,Dawson County,1.496116434
30023,Deer Lodge County,4.769393728
30025,Fallon County,0.676164257
30027,Fergus County,1.003042044
30029,Flathead County,7.444166724
30031,Gallatin County,15.52240319
30033,Garfield County,0.094202281
30035,Glacier County,1.766046266
30037,Golden Valley County,0.238021614
30039,Granite County,0.730775675
30041,Hill County,2.189293274
30043,Jefferson County,2.744652136
30045,Judith Basin County,0.402893841
30047,Lake County,7.712890069
30049,Lewis and Clark County,7.488642018
30051,Liberty County,0.615610724
30053,Lincoln County,2.068965945
30055,McCone County,0.238188064
30057,Madison County,0.884294427
30059,Meagher County,0.317680164
30061,Mineral County,1.333101286
30063,Missoula County,17.27000868
30065,Musselshell County,0.993063277
30067,Park County,2.238245101
30069,Petroleum County,0.100745144
30071,Phillips County,0.309754319
30073,Pondera County,1.43644547
30075,Powder River County,0.189527657
30077,Powell County,1.138864613
30079,Prairie County,0.298369405
30081,Ravalli County,6.766403778
30083,Richland County,2.104315038
30085,Roosevelt County,1.841367561
30087,Rosebud County,0.713128729
30089,Sanders County,1.611462735
30091,Sheridan County,0.823443132
30093,Silver Bow County,18.72154978
30095,Stillwater County,2.022111715
30097,Sweet Grass County,0.760133429
30099,Teton County,1.033411611
30101,Toole County,1.00325234
30103,Treasure County,0.306812412
30105,Valley County,0.590349696
30107,Wheatland County,0.583300336
30109,Wibaux County,0.510539111
30111,Yellowstone County,23.13797825
31001,Adams County,21.6489608
31003,Antelope County,2.869970753
31005,Arthur County,0.225609394
31007,Banner County,0.360122313
31009,Blaine County,0.260774045
31011,Boone County,2.987909948
31013,Box Butte County,3.981695167
31015,Boyd County,1.460214964
31017,Brown County,0.944584305
31019,Buffalo County,19.55194317
31021,Burt County,5.127233038
31023,Butler County,5.325150983
31025,Cass County,17.80487703
31027,Cedar County,4.445499238
31029,Chase County,1.611891253
31031,Cherry County,0.375076078
31033,Cheyenne County,3.179738737
31035,Clay County,4.204495806
31037,Colfax County,10.09229052
31039,Cuming County,6.084652306
31041,Custer County,1.623503835
31043,Dakota County,29.68487481
31045,Dawes County,2.459581421
31047,Dawson County,9.072036211
31049,Deuel County,1.662557131
31051,Dixon County,4.659724922
31053,Dodge County,26.77064844
31055,Douglas County,656.4846395
31057,Dundy County,0.849301948
31059,Fillmore County,3.740430537
31061,Franklin County,2.015615508
31063,Frontier County,1.033560721
31065,Furnas County,2.569606067
31067,Gage County,9.792428628
31069,Garden County,0.421092294
31071,Garfield County,1.339384095
31073,Gosper County,1.698105872
31075,Grant County,0.356844403
31077,Greeley County,1.633007952
31079,Hall County,43.34746351
31081,Hamilton County,6.539323541
31083,Harlan County,2.398373809
31085,Hayes County,0.510607004
31087,Hitchcock County,1.546165195
31089,Holt County,1.639703994
31091,Hooker County,0.369954722
31093,Howard County,4.343614272
31095,Jefferson County,4.86749085
31097,Johnson County,5.33560115
31099,Kearney County,4.900290674
31101,Keith County,2.945592319
31103,Keya Paha County,0.395553506
31105,Kimball County,1.487464399
31107,Knox County,2.946855855
31109,Lancaster County,142.9473945
31111,Lincoln County,5.335433147
31113,Logan County,0.599457131
31115,Loup County,0.400818445
31117,McPherson County,0.204069379
31119,Madison County,23.71004316
31121,Merrick County,6.200975825
31123,Morrill County,1.312734764
31125,Nance County,3.10711532
31127,Nemaha County,6.638229442
31129,Nuckolls County,2.869810904
31131,Otoe County,9.968883881
31133,Pawnee County,2.396822475
31135,Perkins County,1.270637464
31137,Phelps County,6.523378493
31139,Pierce County,4.820478828
31141,Platte County,18.93739637
31143,Polk County,4.62869233
31145,Red Willow County,5.81894875
31147,Richardson County,5.603593945
31149,Rock County,0.516950977
31151,Saline County,9.609820964
31153,Sarpy County,289.1498948
31155,Saunders County,10.81906276
31157,Scotts Bluff County,18.93133088
31159,Seward County,11.57233115
31161,Sheridan County,0.827895094
31163,Sherman County,2.075757321
31165,Sioux County,0.236515051
31167,Stanton County,5.410380323
31169,Thayer County,3.430332655
31171,Thomas County,0.349327722
31173,Thurston County,7.00427631
31175,Valley County,2.870729905
31177,Washington County,20.01910761
31179,Wayne County,8.165474763
31181,Webster County,2.39822493
31183,Wheeler County,0.551782334
31185,York County,9.306082763
32001,Churchill County,1.880169072
32003,Clark County,104.7773624
32005,Douglas County,26.01935166
32007,Elko County,1.175046521
32009,Esmeralda County,0.105744821
32011,Eureka County,0.169210084
32013,Humboldt County,0.67698502
32015,Lander County,0.404097487
32017,Lincoln County,0.187869851
32019,Lyon County,10.25530062
32021,Mineral County,0.457621869
32023,Nye County,0.928097868
32027,Pershing County,0.422841718
32029,Storey County,5.76438581
32031,Washoe County,27.60229777
32033,White Pine County,0.423622183
32510,Carson City,145.3721513
33001,Belknap County,58.26447251
33003,Carroll County,19.8217429
33005,Cheshire County,41.66540897
33007,Coos County,6.892993893
33009,Grafton County,20.29512615
33011,Hillsborough County,181.0770805
33013,Merrimack County,61.85570414
33015,Rockingham County,169.417981
33017,Strafford County,134.7083877
33019,Sullivan County,30.97544782
34001,Atlantic County,186.6445126
34003,Bergen County,1542.514631
34005,Burlington County,215.6107178
34007,Camden County,885.0013032
34009,Cape May County,143.8511318
34011,Cumberland County,122.5339021
34013,Essex County,2430.062385
34015,Gloucester County,348.783328
34017,Hudson County,5589.05695
34019,Hunterdon County,112.8552591
34021,Mercer County,634.3949589
34023,Middlesex County,1032.248366
34025,Monmouth County,514.1065673
34027,Morris County,414.4534852
34029,Ocean County,363.7218004
34031,Passaic County,1046.233338
34033,Salem County,73.69160463
34035,Somerset County,422.3190815
34037,Sussex County,105.9174896
34039,Union County,2077.943059
34041,Warren County,115.1076239
35001,Bernalillo County,225.3235596
35003,Catron County,0.197339545
35005,Chaves County,4.165683658
35006,Cibola County,2.294339254
35007,Colfax County,1.269172936
35009,Curry County,13.79056247
35011,De Baca County,0.342373576
35013,Doña Ana County,21.83262512
35015,Eddy County,5.309932336
35017,Grant County,2.735142715
35019,Guadalupe County,0.55842484
35021,Harding County,0.083379305
35023,Hidalgo County,0.490812579
35025,Lea County,6.165546329
35027,Lincoln County,1.556999256
35028,Los Alamos County,64.90186053
35029,Luna County,3.159397718
35031,McKinley County,5.160303396
35033,Mora County,0.914618967
35035,Otero County,3.838797533
35037,Quay County,1.124899084
35039,Rio Arriba County,2.58946426
35041,Roosevelt County,3.01756389
35043,Sandoval County,14.64948722
35045,San Juan County,8.919493131
35047,San Miguel County,2.292482223
35049,Santa Fe County,30.10170894
35051,Sierra County,1.028233873
35053,Socorro County,0.987564721
35055,Taos County,5.76565773
35057,Torrance County,1.79996145
35059,Union County,0.421424886
35061,Valencia County,27.49185961
36001,Albany County,227.0299683
36003,Allegany County,17.63858838
36005,Bronx County,13202.5153
36007,Broome County,106.3436213
36009,Cattaraugus County,22.92557801
