GEOID,NAME,pop,weighted_wfhp
13165,Jenkins,8827,2.093599922
1127,Walker,64493,2.093247099
40025,Cimarron,2189,2.091703499
48381,Randall,132475,2.091480102
37091,Hertford,24153,2.090396093
48447,Throckmorton,1567,2.089095249
48185,Grimes,27630,2.088201604
48455,Trinity,14569,2.087331031
55047,Green Lake,18757,2.084324155
48373,Polk,47837,2.083992852
22127,Winn,14494,2.07976797
1073,Jefferson,659892,2.075847092
13193,Macon,13480,2.072171254
13219,Oconee,37017,2.069503306
37061,Duplin,59062,2.067855758
35035,Otero,65745,2.066866108
13089,DeKalb,743187,2.066518399
20161,Riley,75296,2.064818926
22059,LaSalle,14949,2.064785542
13033,Burke,22550,2.063135344
48377,Presidio,7123,2.061071568
9005,Litchfield,183031,2.059638703
12111,St. Lucie,305591,2.05929808
49017,Garfield,5017,2.057411595
36111,Ulster,179303,2.056650901
53025,Grant,94860,2.055975246
37063,Durham,306457,2.055632648
35043,Sandoval,140769,2.054409138
5125,Saline,118009,2.050701141
13059,Clarke,124602,2.050473186
48031,Blanco,11279,2.05047306
35025,Lea,70126,2.050294542
13097,Douglas,141840,2.048810792
13213,Murray,39557,2.047931248
13187,Lumpkin,31951,2.047003648
48035,Bosque,18122,2.044162111
48387,Red River,12275,2.044006793
47175,Van Buren,5704,2.043571813
48219,Hockley,23162,2.043528158
20061,Geary,34895,2.043139491
5027,Columbia,23892,2.04301408
48193,Hamilton,8269,2.04274876
12063,Jackson,48472,2.041146991
46093,Meade,27424,2.039757442
41011,Coos,63308,2.038612168
13215,Muscogee,196670,2.038371885
27159,Wadena,13646,2.034500682
48253,Jones,19891,2.034303274
53053,Pierce,859840,2.034052094
48053,Burnet,45750,2.033760153
48159,Franklin,10679,2.033206026
22051,Jefferson,435300,2.033137521
1099,Monroe,21512,2.031548644
13139,Hall,195961,2.028723945
47065,Hamilton,357546,2.027497412
48279,Lamb,13262,2.024360921
27107,Norman,6559,2.023875969
48487,Wilbarger,12906,2.022788722
48093,Comanche,13495,2.022779119
22085,Sabine,24088,2.021941205
48333,Mills,4902,2.021589833
35027,Lincoln,19482,2.018412057
13013,Barrow,76887,2.0182242
25023,Plymouth,512135,2.01808486
13147,Hart,25631,2.015320334
5039,Dallas,7432,2.015251025
55077,Marquette,15207,2.014319164
13195,Madison,28900,2.011965626
13121,Fulton,1021902,2.00910352
1039,Covington,37351,2.007811796
37181,Vance,44482,2.004803947
32001,Churchill,24010,2.004771629
46039,Deuel,4306,2.003821524
48467,Van Zandt,54368,2.002881844
28043,Grenada,21278,2.002524655
8014,Broomfield,66120,2.001814882
48099,Coryell,75389,1.998927869
37163,Sampson,63561,1.997640994
30075,Powder River,1619,1.99567681
5099,Nevada,8440,1.994089835
28089,Madison,103498,1.99347571
48097,Cooke,39571,1.992314491
48445,Terry,12615,1.989984379
21109,Jackson,13373,1.98607928
28075,Lauderdale,77323,1.984822714
40057,Harmon,2721,1.984130744
27087,Mahnomen,5506,1.98318396
13037,Calhoun,6428,1.982987031
5051,Garland,98296,1.982760937
1093,Marion,29965,1.981627513
27141,Sherburne,93231,1.979750024
8093,Park,17392,1.977070386
48213,Henderson,80460,1.973963457
35047,San Miguel,28034,1.972547516
28123,Scott,28415,1.972097165
6101,Sutter,95872,1.971638942
28115,Pontotoc,31315,1.970888213
22017,Caddo,248361,1.969189413
6031,Kings,150075,1.968826161
48021,Bastrop,82577,1.967957186
36105,Sullivan,75211,1.966832706
45021,Cherokee,56711,1.966325728
37077,Granville,58874,1.962532982
48151,Fisher,3883,1.961088577
48317,Martin,5614,1.958025468
37161,Rutherford,66532,1.957930922
8023,Costilla,3687,1.957532012
36015,Chemung,85740,1.957146184
48379,Rains,11473,1.956299213
28107,Panola,34243,1.95412589
5013,Calhoun,5202,1.953907436
36069,Ontario,109472,1.953490039
28069,Kemper,10107,1.949120506
21119,Knott,15513,1.94891722
27097,Morrison,32949,1.948499431
48397,Rockwall,93642,1.94734957
5139,Union,39732,1.946901372
40031,Comanche,122561,1.945330675
47071,Hardin,25771,1.944724771
48167,Galveston,327089,1.944046067
5019,Clark,22385,1.943974121
1115,St. Clair,87306,1.943365619
8029,Delta,30346,1.941244175
51069,Frederick,85153,1.940457898
22063,Livingston,138111,1.93928036
55001,Adams,20073,1.938871843
6071,San Bernardino,2135413,1.938373871
31139,Pierce,7157,1.938333333
40097,Mayes,40980,1.938153185
37015,Bertie,19644,1.935700073
35023,Hidalgo,4371,1.935585279
20025,Clark,2053,1.932040569
22089,St. Charles,52724,1.931846914
48307,McCulloch,8098,1.930636533
16007,Bear Lake,5962,1.930207678
13157,Jackson,65755,1.924530049
40063,Hughes,13460,1.924056255
28121,Rankin,151240,1.923980424
48251,Johnson,163475,1.923192771
55078,Menominee,4579,1.923190064
45091,York,258641,1.922343261
40033,Cotton,5929,1.921281543
36029,Erie,919866,1.921255091
48111,Dallam,7243,1.920418224
16037,Custer,4141,1.920372493
13119,Franklin,22514,1.91945669
1005,Barbour,25782,1.918487973
46109,Roberts,10285,1.916992612
13311,White,28928,1.91691881
16033,Clark,1077,1.916333713
40107,Okfuskee,12115,1.911592954
4019,Pima,1019722,1.910268397
48117,Deaf Smith,18899,1.907505759
48299,Llano,20640,1.906142461
48439,Tarrant,2019977,1.905259609
13227,Pickens,30832,1.903511053
48217,Hill,35399,1.902941437
46073,Jerauld,2029,1.901890831
37127,Nash,94003,1.901320257
27059,Isanti,38974,1.900577356
55137,Waushara,24116,1.900370846
1055,Etowah,102939,1.899601105
48195,Hansford,5547,1.899466509
48121,Denton,807047,1.898630397
40045,Ellis,4072,1.898252905
8041,El Paso,688153,1.891929419
6095,Solano,438530,1.888246195
16023,Butte,2602,1.887531769
27027,Clay,62801,1.885819124
27003,Anoka,347431,1.885463361
37147,Pitt,177372,1.884358625
40071,Kay,44880,1.883899305
40055,Greer,5943,1.87975428
27009,Benton,39779,1.879057428
1057,Fayette,16585,1.877780933
46037,Day,5506,1.874511307
49027,Millard,12733,1.873965686
48197,Hardeman,3952,1.873618986
21193,Perry,26917,1.87175658
47143,Rhea,32628,1.871195285
35001,Bernalillo,677692,1.87030394
53061,Snohomish,786620,1.869531274
48349,Navarro,48583,1.868040071
5131,Sebastian,127461,1.86718888
38063,Nelson,2920,1.865678318
21237,Wolfe,7223,1.865225514
48257,Kaufman,118910,1.865
13257,Stephens,25676,1.863888889
56009,Converse,13997,1.863683362
48281,Lampasas,20640,1.861602925
53071,Walla Walla,60236,1.86050122
48399,Runnels,10310,1.859723181
55125,Vilas,21593,1.855574237
34021,Mercer,368762,1.855258126
8037,Eagle,54357,1.855102702
28105,Oktibbeha,49481,1.854009733
48231,Hunt,92152,1.852530938
27137,St. Louis,200080,1.85203378
35006,Cibola,26978,1.851592663
48259,Kendall,41982,1.84996532
55085,Oneida,35345,1.849285564
37021,Buncombe,254474,1.849190283
31161,Sheridan,5234,1.847219711
53021,Franklin,90660,1.846975227
1125,Tuscaloosa,206213,1.846810496
40123,Pontotoc,38358,1.846548585
4013,Maricopa,4253913,1.840077566
25025,Suffolk,791766,1.83984375
40085,Love,9933,1.839055415
1025,Clarke,24387,1.839001371
36039,Greene,47617,1.838598109
48161,Freestone,19709,1.836637994
37001,Alamance,160576,1.833819715
8079,Mineral,823,1.830180893
37101,Johnston,191172,1.827691998
48003,Andrews,17818,1.82653584
51735,Poquoson,12039,1.825174825
20027,Clay,8142,1.824861503
48411,San Saba,5962,1.824039718
45073,Oconee,76696,1.823830445
1059,Franklin,31542,1.823702206
26135,Oscoda,8277,1.82215556
48139,Ellis,168838,1.821298701
9001,Fairfield,944348,1.820604485
35051,Sierra,11135,1.819119694
37107,Lenoir,57227,1.816864608
21121,Knox,31467,1.816739817
5073,Lafayette,6915,1.815168939
48359,Oldham,2090,1.814703126
4001,Apache,71522,1.814309457
37073,Gates,11563,1.813784382
53045,Mason,62627,1.810212035
46045,Edmunds,3940,1.809620193
53033,King,2163257,1.809409088
48319,Mason,4161,1.808821288
48453,Travis,1203166,1.808105165
38099,Walsh,10802,1.80598215
34041,Warren,106293,1.803180713
21153,Magoffin,12666,1.803174603
55057,Juneau,26419,1.802593177
45045,Greenville,498402,1.802519158
54043,Lincoln,21078,1.801670288
28135,Tallahatchie,14361,1.800741591
8071,Las Animas,14179,1.800373011
13011,Banks,18510,1.800339736
9003,Hartford,894730,1.79851055
22075,Plaquemines,23373,1.796950276
56045,Weston,7100,1.796890293
48137,Edwards,2055,1.794508852
53041,Lewis,76947,1.791263896
20041,Dickinson,19004,1.790632621
16065,Madison,38705,1.788933873
46051,Grant,7217,1.788151399
48265,Kerr,51365,1.787100294
37081,Guilford,523582,1.787068004
55013,Burnett,15258,1.786755115
1133,Winston,23875,1.786207896
37145,Person,39305,1.785986102
35053,Socorro,17000,1.785759577
20151,Pratt,9582,1.785480706
22049,Jackson,15926,1.784865148
55021,Columbia,56954,1.783982366
21235,Whitley,36089,1.783325354
30069,Petroleum,432,1.783172502
40039,Custer,29209,1.782398314
45077,Pickens,122746,1.782320651
38095,Towner,2246,1.782088075
22039,Evangeline,33636,1.781655093
40019,Carter,48406,1.780959066
20201,Washington,5525,1.780297615
38085,Sioux,4413,1.779839372
55083,Oconto,37556,1.77935449
49037,San Juan,15281,1.77847943
48277,Lamar,49532,1.776984244
22069,Natchitoches,38963,1.775983905
1033,Colbert,54495,1.775893757
9009,New Haven,859339,1.773145566
40091,McIntosh,19819,1.773142174
21189,Owsley,4463,1.772996155
8031,Denver,693417,1.772479564
37067,Forsyth,371573,1.772091748
26039,Crawford,13836,1.770435344
48309,McLennan,248429,1.770370665
22013,Bienville,13668,1.770116211
21019,Boyd,48091,1.768318068
13137,Habersham,44289,1.767541874
40069,Johnston,11041,1.766921745
30035,Glacier,13699,1.766787227
40007,Beaver,5415,1.765111689
40117,Pawnee,16428,1.764083516
1075,Lamar,13933,1.763156599
37191,Wayne,124002,1.761272743
36107,Tioga,49045,1.759264821
37033,Caswell,22746,1.758204047
8117,Summit,30429,1.75735336
37149,Polk,20458,1.756258065
37157,Rockingham,91270,1.75569394
37135,Orange,142938,1.753922044
54099,Wayne,40708,1.753001005
36115,Washington,61828,1.752616056
48421,Sherman,3058,1.752396713
51840,Winchester,27789,1.75
5033,Crawford,62472,1.74982883
9013,Tolland,151269,1.747761433
37041,Chowan,14205,1.747598253
48209,Hays,204150,1.746793714
48085,Collin,944350,1.746210381
40075,Kiowa,9001,1.745425064
27167,Wilkin,6343,1.745015445
1023,Choctaw,13075,1.744952787
31045,Dawes,8896,1.744440385
48223,Hopkins,36240,1.744405553
56011,Crook,7410,1.741628313
22027,Claiborne,16153,1.740158724
48047,Brooks,7180,1.739627142
4017,Navajo,108705,1.7391392
1065,Hale,14887,1.738199676
36063,Niagara,211704,1.7377552
37111,McDowell,45109,1.73756328
44003,Kent,163861,1.737106017
48113,Dallas,2586552,1.73648331
48181,Grayson,128560,1.734753714
32023,Nye,43705,1.733277025
53015,Cowlitz,105112,1.732679773
48329,Midland,164194,1.729954373
44007,Providence,634533,1.729273236
47035,Cumberland,58634,1.728207401
5133,Sevier,17193,1.727305984
21051,Clay,20621,1.727135962
38049,McHenry,5927,1.724431046
54011,Cabell,95318,1.723267606
31075,Grant,718,1.723006416
1067,Henry,17124,1.721487044
56035,Sublette,9951,1.719856099
10001,Kent,174822,1.719318796
5113,Polk,20163,1.716453376
48215,Hidalgo,849389,1.71489075
51025,Brunswick,16665,1.713396145
25013,Hampden,469116,1.71334667
46137,Ziebach,2814,1.712282874
21129,Lee,6751,1.712259514
28013,Calhoun,14571,1.711531596
41009,Columbia,50851,1.711475262
48385,Real,3389,1.71049228
38069,Pierce,4210,1.710048202
27077,Lake of the Woods,3809,1.709968384
1009,Blount,57645,1.709785904
33017,Strafford,128237,1.709494324
55097,Portage,70599,1.709290004
24045,Wicomico,102172,1.70801505
49033,Rich,2350,1.707735749
40101,Muskogee,69084,1.707529188
48491,Williamson,527057,1.70650597
27005,Becker,33773,1.706312334
40133,Seminole,25071,1.70592434
48291,Liberty,81862,1.705602452
20047,Edwards,2925,1.705275229
37151,Randolph,142958,1.704783412
37057,Davidson,164664,1.700475726
40023,Choctaw,14886,1.696822937
22119,Webster,39631,1.695287581
40095,Marshall,16376,1.695192773
1047,Dallas,40029,1.694967433
37083,Halifax,51737,1.694185782
56019,Johnson,8515,1.693447406
53067,Thurston,274684,1.693062399
55075,Marinette,40537,1.692293451
36097,Schuyler,17992,1.690473835
36037,Genesee,58112,1.69028531
48465,Val Verde,49027,1.689558258
48419,Shelby,25478,1.688459435
48147,Fannin,34175,1.688065136
32021,Mineral,4448,1.686642837
47011,Bradley,104557,1.685936577
48105,Crockett,3633,1.684467393
1041,Crenshaw,13865,1.682402591
47069,Hardeman,25562,1.682304691
27057,Hubbard,20862,1.681432039
27095,Mille Lacs,25728,1.681299275
40099,Murray,13875,1.680278523
28063,Jefferson,7346,1.680139692
37117,Martin,23054,1.679233399
25017,Middlesex,1595192,1.677118644
5081,Little River,12417,1.676033934
22037,East Feliciana,19499,1.675672182
35061,Valencia,75956,1.675205495
31035,Clay,6232,1.674217655
48207,Haskell,5809,1.673978135
40139,Texas,21121,1.672939306
28137,Tate,28493,1.672560867
56031,Platte,8673,1.670071576
36057,Montgomery,49426,1.669054194
36007,Broome,194402,1.668353756
22111,Union,22475,1.665765859
48369,Parmer,9852,1.665727785
36067,Onondaga,464242,1.664408286
46063,Harding,1311,1.664277367
48027,Bell,342236,1.66309938
38009,Bottineau,6589,1.661844029
30087,Rosebud,9250,1.661523321
53001,Adams,19452,1.658533863
51043,Clarke,14365,1.658274038
21025,Breathitt,13116,1.657696448
1069,Houston,104352,1.657446809
33015,Rockingham,305129,1.65704501
56027,Niobrara,2448,1.657018486
37059,Davie,41991,1.655918207
48327,Menard,2123,1.655240085
51053,Dinwiddie,28308,1.654566152
30009,Carbon,10546,1.653285357
48267,Kimble,4408,1.649373679
21159,Martin,11919,1.648143128
5127,Scott,10442,1.64703602
5011,Bradley,10948,1.646574095
51081,Greensville,11659,1.64640255
27035,Crow Wing,63855,1.645794649
38051,McIntosh,2654,1.645779832
37053,Currituck,25796,1.645435585
21127,Lawrence,15783,1.644924467
40111,Okmulgee,38889,1.643297245
48287,Lee,16952,1.642513458
9007,Middlesex,163368,1.642344389
37197,Yadkin,37665,1.638910858
22061,Lincoln,47356,1.638411879
8105,Rio Grande,11351,1.638407266
1107,Pickens,20298,1.638021279
5025,Cleveland,8226,1.63693179
36051,Livingston,63907,1.636085146
54003,Berkeley,113495,1.635942804
1085,Lowndes,10236,1.635153914
23015,Lincoln,34067,1.634620368
30001,Beaverhead,9393,1.633907346
47129,Morgan,21596,1.633782102
37195,Wilson,81336,1.633718559
30111,Yellowstone,157816,1.632632768
5003,Ashley,20537,1.632630502
23031,York,203102,1.632316468
46071,Jackson,3287,1.63149342
40081,Lincoln,34854,1.631148318
22015,Bossier,126131,1.62946771
9015,Windham,116538,1.629071094
31031,Cherry,5790,1.628843966
8015,Chaffee,19164,1.626692584
25027,Worcester,822280,1.625094281
21063,Elliott,7517,1.625046359
34019,Hunterdon,125051,1.624729688
37079,Greene,21008,1.623996868
48019,Bandera,21763,1.623833712
1131,Wilcox,10809,1.623646299
37169,Stokes,45905,1.622585541
21175,Morgan,13285,1.62245753
54027,Hampshire,23363,1.622452676
47077,Henderson,27859,1.619202287
40141,Tillman,7515,1.619006702
48013,Atascosa,48828,1.618583933
8107,Routt,24874,1.616504319
40037,Creek,71160,1.61535781
20079,Harvey,34555,1.613915416
8097,Pitkin,17909,1.613726892
40137,Stephens,43983,1.613250138
30059,Meagher,1968,1.61256225
23005,Cumberland,290944,1.61141086
36113,Warren,64480,1.61122101
28157,Wilkinson,8990,1.607018763
48261,Kenedy,595,1.603843404
56005,Campbell,47708,1.602647588
21115,Johnson,22843,1.602457617
51117,Mecklenburg,30847,1.602109873
42089,Monroe,167586,1.600560399
30065,Musselshell,4807,1.600548031
48303,Lubbock,301454,1.600046615
30007,Broadwater,5834,1.599268834
22031,De Soto,27216,1.59878065
51131,Northampton,11957,1.597897503
5143,Washington,228529,1.597398862
21043,Carter,27290,1.5971385
36117,Wayne,90856,1.59618706
37171,Surry,72099,1.595522481
1109,Pike,33403,1.594982244
41067,Washington,581821,1.594614388
5069,Jefferson,70424,1.593331256
5105,Perry,10322,1.592789086
53011,Clark,465384,1.590610381
56023,Lincoln,19011,1.59001218
37131,Northampton,20186,1.588121031
27115,Pine,29129,1.588105678
28095,Monroe,35840,1.586246287
48091,Comal,135097,1.586222149
46111,Sanborn,2388,1.583650552
48163,Frio,19394,1.582336086
48293,Limestone,23515,1.581242448
46095,Mellette,2055,1.58074749
40015,Caddo,29342,1.580700549
48043,Brewster,9216,1.579562092
48029,Bexar,1925865,1.579533838
46019,Butte,10177,1.579443972
47049,Fentress,17994,1.578757396
8021,Conejos,8142,1.578126939
35031,McKinley,72849,1.576485904
51171,Shenandoah,43045,1.574018505
48055,Caldwell,41401,1.573988944
20173,Sedgwick,512064,1.573479275
53057,Skagit,123907,1.571641989
28017,Chickasaw,17279,1.571128241
40049,Garvin,27823,1.570061602
27065,Kanabec,16004,1.568368071
6027,Inyo,18085,1.567615348
23009,Hancock,54541,1.567322712
48135,Ector,158342,1.565963105
21071,Floyd,36926,1.565632458
30057,Madison,8218,1.565050902
48427,Starr,63894,1.56488713
12103,Pinellas,957875,1.564792176
55135,Waupaca,51444,1.564661961
28103,Noxubee,10828,1.564569961
56013,Fremont,40076,1.564474682
21147,McCreary,17635,1.562973065
46031,Corson,4168,1.561652653
5043,Drew,18502,1.561536579
48173,Glasscock,1430,1.558255221
26069,Iosco,25247,1.55775795
9011,New London,268881,1.555377769
41071,Yamhill,103820,1.553875828
39087,Lawrence,60622,1.553601396
33011,Hillsborough,411087,1.552483242
30097,Sweet Grass,3653,1.552217919
1101,Montgomery,226941,1.552178995
5047,Franklin,17780,1.550805
21089,Greenup,35765,1.550172399
36035,Fulton,53743,1.549875084
1061,Geneva,26491,1.548588354
48095,Concho,4233,1.548119887
22021,Caldwell,9996,1.547783603
54065,Morgan,17624,1.547475804
37143,Perquimans,13459,1.543579045
1071,Jackson,52094,1.542803527
27153,Todd,24440,1.542575188
16027,Canyon,212230,1.541204437
6075,San Francisco,870044,1.540909091
20007,Barber,4733,1.538654636
27017,Carlton,35540,1.537644263
51183,Sussex,11486,1.53629993
31089,Holt,10245,1.535830987
23027,Waldo,39418,1.535326967
48437,Swisher,7484,1.535297886
31133,Pawnee,2676,1.533925862
31119,Madison,35164,1.533539095
5109,Pike,10808,1.53295366
38021,Dickey,4970,1.532515337
20117,Marshall,9798,1.532366154
51540,Charlottesville,47042,1.532258065
30073,Pondera,6044,1.530964363
27021,Cass,29022,1.530404527
48051,Burleson,17863,1.529602474
27025,Chisago,54727,1.529394031
46013,Brown,38840,1.528942844
46041,Dewey,5779,1.528046684
40065,Jackson,25384,1.526059951
40125,Pottawatomie,72000,1.525768714
36121,Wyoming,40565,1.525664759
51149,Prince George,37894,1.525351406
48325,Medina,49334,1.524543462
28025,Clay,19808,1.524253875
1043,Cullman,82313,1.523970406
1119,Sumter,12985,1.522349978
37193,Wilkes,68460,1.521244739
51530,Buena Vista,6399,1.521126761
25005,Bristol,558905,1.521022849
1091,Marengo,19538,1.519996337
23023,Sagadahoc,35277,1.519246616
41003,Benton,89780,1.51879507
19149,Plymouth,25039,1.518024411
5029,Conway,20906,1.516104998
47023,Chester,17150,1.514942255
31069,Garden,1860,1.512966777
5083,Logan,21757,1.511433817
35059,Union,4175,1.510014393
20115,Marion,12032,1.509927956
1077,Lauderdale,92585,1.507058069
40119,Payne,81512,1.506777144
51003,Albemarle,106355,1.505743243
1063,Greene,8426,1.503624714
51139,Page,23749,1.502077973
30045,Judith Basin,1951,1.500215975
51187,Warren,39449,1.499500214
22081,Red River,8618,1.499241019
36123,Yates,25009,1.498150106
35045,San Juan,127455,1.498055429
35015,Eddy,57437,1.495838967
56001,Albany,38102,1.49519304
26143,Roscommon,23877,1.495062159
23029,Washington,31694,1.494554274
48493,Wilson,48198,1.494094569
21131,Leslie,10472,1.49255909
23013,Knox,39823,1.491399663
47151,Scott,21954,1.490721877
8101,Pueblo,164685,1.49023598
21165,Menifee,6405,1.488882513
37089,Henderson,113625,1.488615221
47121,Meigs,11962,1.487789988
55115,Shawano,41009,1.487490637
54057,Mineral,27278,1.484622468
5061,Howard,13389,1.48332083
30017,Custer,11845,1.483184664
42107,Schuylkill,143555,1.482875148
47017,Carroll,28018,1.480266048
53073,Whatcom,216812,1.479988542
47039,Decatur,11683,1.479940426
51097,King and Queen,7052,1.47980456
51079,Greene,19410,1.479334099
5007,Benton,258980,1.478903968
30103,Treasure,777,1.476545254
30033,Garfield,1141,1.476334035
51111,Lunenburg,12278,1.474240423
31149,Rock,1350,1.474212211
40013,Bryan,45759,1.471475893
36095,Schoharie,31364,1.471095081
36011,Cayuga,77868,1.470897155
48041,Brazos,219193,1.469753374
48469,Victoria,91970,1.469312782
48205,Hartley,5767,1.468521575
54079,Putnam,56652,1.465439018
42025,Carbon,63931,1.464757709
51009,Amherst,31882,1.463052335
38067,Pembina,7016,1.459422904
20139,Osage,15882,1.459225792
30095,Stillwater,9410,1.458788481
24001,Allegany,71977,1.458682199
51105,Lee,24134,1.458467218
31003,Antelope,6372,1.457959019
56003,Big Horn,11901,1.457665951
25015,Hampshire,161159,1.457134202
47177,Warren,40454,1.456667955
5065,Izard,13559,1.456375502
47025,Claiborne,31613,1.455208979
36099,Seneca,34612,1.453490481
47139,Polk,16782,1.452163775
23011,Kennebec,121545,1.451608352
48247,Jim Hogg,5282,1.450121717
1079,Lawrence,33171,1.449930566
5057,Hempstead,22018,1.44843342
47047,Fayette,39692,1.447147556
27073,Lac qui Parle,6773,1.446332874
51595,Emporia,5381,1.44516129
51041,Chesterfield,339447,1.444995203
51007,Amelia,12854,1.443801
48119,Delta,5215,1.443418702
28049,Hinds,241774,1.443015487
21203,Rockcastle,16827,1.442511708
23001,Androscoggin,107444,1.442469037
42033,Clearfield,80216,1.442331323
5149,Yell,21573,1.441613995
31021,Burt,6528,1.44103699
51125,Nelson,14812,1.44033698
48371,Pecos,15797,1.440265022
8051,Gunnison,16537,1.440153514
5079,Lincoln,13695,1.440113899
46025,Clark,3673,1.439217033
54055,Mercer,60486,1.438739272
37139,Pasquotank,39479,1.43852459
54081,Raleigh,76232,1.438359615
22053,Jefferson Davis,31467,1.438211382
41057,Tillamook,26076,1.43792885
51083,Halifax,34779,1.436755843
13291,Union,22775,1.435520881
31005,Arthur,418,1.43548906
40147,Washington,52001,1.434273217
54031,Hardy,13842,1.430929936
41053,Polk,81427,1.430196118
47107,McMinn,52773,1.426657786
48069,Castro,7787,1.424721524
51730,Petersburg,31827,1.424547284
36073,Orleans,41175,1.424229266
21197,Powell,12321,1.423976608
53029,Island,81636,1.423825099
40051,Grady,54733,1.423494604
46029,Codington,27993,1.422316709
55141,Wood,73274,1.421840577
5097,Montgomery,8993,1.421765929
48109,Culberson,2241,1.421472677
42079,Luzerne,317884,1.42063432
46011,Brookings,34239,1.419955475
55051,Iron,5715,1.419559695
38039,Griggs,2266,1.419180723
40149,Washita,11432,1.418547531
47051,Franklin,41512,1.418099661
21065,Estill,14313,1.417334906
37005,Alleghany,10973,1.414450642
41007,Clatsop,38562,1.41443226
51810,Virginia Beach,450135,1.413581553
22067,Morehouse,25992,1.41327269
27151,Swift,9411,1.412863071
51165,Rockingham,79444,1.412158197
51157,Rappahannock,7332,1.411040246
42095,Northampton,301778,1.410404624
47181,Wayne,16649,1.408019627
23019,Penobscot,151748,1.407728605
48489,Willacy,21754,1.407164869
27011,Big Stone,5016,1.405692109
1031,Coffee,51288,1.405264186
54059,Mingo,24741,1.405238717
25009,Essex,781024,1.404819277
38031,Foster,3290,1.40416093
38081,Sargent,3883,1.403488494
35019,Guadalupe,4382,1.403024486
51073,Gloucester,37161,1.402871243
51036,Charles City,6995,1.402571166
55099,Price,13490,1.401025449
8009,Baca,3563,1.400322925
51033,Caroline,30184,1.39916438
31097,Johnson,5197,1.398682043
44009,Washington,126242,1.398140138
37065,Edgecombe,53332,1.39792618
48061,Cameron,421750,1.397507113
48273,Kleberg,31425,1.397281778
35021,Harding,459,1.396775836
47183,Weakley,33626,1.396431483
51135,Nottoway,15500,1.396301317
36109,Tompkins,102962,1.396190476
20119,Meade,4261,1.395830525
40145,Wagoner,77850,1.395610913
55111,Sauk,63596,1.393939394
20029,Cloud,9060,1.392181818
24047,Worcester,51564,1.391144243
51175,Southampton,17939,1.39062201
26129,Ogemaw,20928,1.390407104
22095,St. John the Baptist,43446,1.387977304
20129,Morton,2838,1.387625658
22073,Ouachita,156075,1.387352475
21195,Pike,60483,1.386909821
13123,Gilmer,29922,1.386673085
36075,Oswego,119104,1.385833414
51103,Lancaster,10804,1.384698567
51113,Madison,13139,1.384405724
38019,Cavalier,3824,1.383188635
51089,Henry,51588,1.382001109
42101,Philadelphia,1575522,1.381782946
53031,Jefferson,30856,1.379769857
28021,Claiborne,9120,1.378700785
8049,Grand,15066,1.376637044
51019,Bedford,77908,1.375816347
33001,Belknap,60640,1.375139727
20095,Kingman,7470,1.373836478
51101,King William,16497,1.373333333
51023,Botetourt,33222,1.372697239
1045,Dale,49255,1.371996062
51820,Waynesboro,21926,1.371212121
20009,Barton,26791,1.370174831
36101,Steuben,96927,1.369140159
30013,Cascade,81746,1.368645317
55053,Jackson,20506,1.368366173
36045,Jefferson,114448,1.368097187
48039,Brazoria,353999,1.367872807
51195,Wise,39025,1.367254528
5119,Pulaski,393463,1.367118264
35057,Torrance,15595,1.366928052
36065,Oneida,230782,1.366475144
30099,Teton,6080,1.366338576
37199,Yancey,17667,1.365773698
20177,Shawnee,178284,1.364094092
48189,Hale,34113,1.362912604
51620,Franklin,8211,1.362244898
48463,Uvalde,27009,1.361890306
51775,Salem,25519,1.361290323
51181,Surry,6600,1.359116022
46061,Hanson,3397,1.358388602
51029,Buckingham,17004,1.357677432
29085,Hickory,9368,1.35660588
20131,Nemaha,10104,1.35554438
28033,DeSoto,176132,1.355031668
26153,Schoolcraft,8069,1.354570706
31165,Sioux,1266,1.354541959
56025,Natrona,80610,1.354007197
54037,Jefferson,56179,1.353470186
47005,Benton,16112,1.352987608
33013,Merrimack,149452,1.352401406
38047,Logan,1927,1.352137911
46005,Beadle,18374,1.352033581
36053,Madison,71359,1.351248117
13111,Fannin,24925,1.350922286
51177,Spotsylvania,131412,1.350674982
22057,Lafourche,98214,1.349544839
55139,Winnebago,169926,1.34915527
21205,Rowan,24499,1.348297712
51800,Suffolk,89160,1.346290413
36017,Chenango,48348,1.345204538
48495,Winkler,7802,1.345147921
29105,Laclede,35507,1.343010959
25001,Barnstable,213690,1.342653252
21013,Bell,27188,1.342186329
5115,Pope,63644,1.34011228
27001,Aitkin,15834,1.339794025
5141,Van Buren,16684,1.337798533
51161,Roanoke,93583,1.336411609
38103,Wells,4055,1.334888653
53009,Clallam,74487,1.334035383
26079,Kalkaska,17463,1.333315241
27061,Itasca,45203,1.3320054
51119,Middlesex,10700,1.331857182
51127,New Kent,21103,1.331361844
20085,Jackson,13318,1.330952381
26137,Otsego,24397,1.330134357
28087,Lowndes,59437,1.329936398
31071,Garfield,1975,1.32945136
51037,Charlotte,12095,1.326837346
51049,Cumberland,9786,1.326532633
36019,Clinton,80794,1.326013878
24043,Washington,149811,1.32535461
51680,Lynchburg,80131,1.32460733
48187,Guadalupe,155137,1.324138618
40115,Ottawa,31566,1.322524696
13241,Rabun,16457,1.321950445
31183,Wheeler,822,1.320628071
36003,Allegany,47025,1.320585794
30027,Fergus,11273,1.320447465
37115,Madison,21405,1.320140836
56041,Uinta,20609,1.319984936
