geoid,name,svi,weighted_wfp,pop,state
54081,Raleigh,76.85,40.14138585,76232,West Virginia
1129,Washington,73.03,40.09038926,16643,Alabama
40041,Delaware,76.97,40.01105376,42112,Oklahoma
6019,Fresno,96.11,39.9419556,978130,California
13321,Worth,73.57,39.37971212,20656,Georgia
48045,Briscoe,45.64,39.31880763,1546,Texas
41039,Lane,64.9,39.24058334,368882,Oregon
6099,Stanislaus,86.75,39.10685951,539301,California
37173,Swain,77.74,39.01565553,14254,North Carolina
56033,Sheridan,8.95,38.76162778,30012,Wyoming
30057,Madison,17.26,38.67190671,8218,Montana
6069,San Benito,52.45,38.51368123,59416,California
21019,Boyd,69.08,38.33107956,48091,Kentucky
20143,Ottawa,2.71,38.01199154,5902,Kansas
4011,Greenlee,61.88,37.85732424,9504,Arizona
40119,Payne,51.31,37.85650316,81512,Oklahoma
27087,Mahnomen,87.17,37.72887933,5506,Minnesota
6015,Del Norte,97.13,37.64179102,27424,California
53057,Skagit,53.82,37.63598424,123907,Washington
30003,Big Horn,82.74,37.47072823,13376,Montana
48019,Bandera,50.76,37.44722298,21763,Texas
45005,Allendale,99.3,37.39095672,9214,South Carolina
48159,Franklin,52.77,37.39030788,10679,Texas
48095,Concho,42.83,37.3115089,4233,Texas
48399,Runnels,54.49,37.14970222,10310,Texas
41015,Curry,48.79,37.14599499,22507,Oregon
30001,Beaverhead,25.16,37.13162598,9393,Montana
1115,St. Clair,36.56,37.05992922,87306,Alabama
13301,Warren,89.46,37.05784074,5346,Georgia
8023,Costilla,93.79,37.05497376,3687,Colorado
27005,Becker,29.9,37.01260438,33773,Minnesota
16013,Blaine,32.39,36.91958322,21994,Idaho
38029,Emmons,9.55,36.9180576,3352,North Dakota
45019,Charleston,31.56,36.8995836,394708,South Carolina
8093,Park,0.06,36.89428374,17392,Colorado
37121,Mitchell,42.23,36.86765869,15040,North Carolina
48165,Gaines,68.25,36.83994537,20321,Texas
13303,Washington,94.62,36.70254307,20461,Georgia
41049,Morrow,76.43,36.61113844,11215,Oregon
48155,Foard,47.83,36.54398177,1408,Texas
6079,San Luis Obispo,37.39,36.53657462,281455,California
13067,Cobb,26.69,36.49500268,745057,Georgia
6067,Sacramento,73.38,36.49232015,1510023,California
13095,Dougherty,95.13,36.48809353,91049,Georgia
16043,Fremont,51.37,36.38408913,12965,Idaho
48361,Orange,58.12,36.3615999,84047,Texas
46121,Todd,95.64,36.32958176,10146,South Dakota
6051,Mono,14.08,36.09483662,14174,California
4015,Mohave,86.24,36.08501754,206064,Arizona
41021,Gilliam,50.92,36.01213988,1907,Oregon
30095,Stillwater,3.6,35.82532569,9410,Montana
48407,San Jacinto,68.69,35.80505411,27819,Texas
36091,Saratoga,4.75,35.62994014,227377,New York
48001,Anderson,79.46,35.51873287,57863,Texas
12057,Hillsborough,67.01,35.46099783,1378883,Florida
45011,Barnwell,99.04,35.43088456,21577,South Carolina
45057,Lancaster,51.21,35.40473868,89546,South Carolina
8081,Moffat,54.71,35.32242043,13060,Colorado
16069,Nez Perce,50.67,35.2078067,40155,Idaho
55077,Marquette,25.96,35.19812826,15207,Wisconsin
48167,Galveston,58.5,35.04705056,327089,Texas
48275,Knox,79.62,35.02575338,3733,Texas
20185,Stafford,27.77,34.90314639,4214,Kansas
20033,Comanche,7.93,34.83319313,1780,Kansas
46059,Hand,3.09,34.77669854,3301,South Dakota
37011,Avery,64.46,34.75145085,17501,North Carolina
48087,Collingsworth,88.76,34.70834264,2996,Texas
41047,Marion,85.35,34.69311309,335553,Oregon
53017,Douglas,77.07,34.6856113,41371,Washington
46103,Pennington,41.62,34.60900991,109294,South Dakota
49019,Grand,52.13,34.50865396,9616,Utah
40151,Woods,31.4,34.44541798,9127,Oklahoma
37115,Madison,45.86,34.24700797,21405,North Carolina
40145,Wagoner,42.45,34.18980585,77850,Oklahoma
16081,Teton,13.44,34.08057962,11080,Idaho
30007,Broadwater,4.2,33.86291113,5834,Montana
46129,Walworth,39.39,33.74027229,5510,South Dakota
40147,Washington,43.82,33.56473732,52001,Oklahoma
27057,Hubbard,20.51,33.46985204,20862,Minnesota
31089,Holt,9.81,33.4437296,10245,Nebraska
20097,Kiowa,25.8,33.43122519,2526,Kansas
6083,Santa Barbara,71.11,33.31424022,443738,California
41051,Multnomah,46.75,33.23504576,798647,Oregon
54055,Mercer,80.89,33.23058892,60486,West Virginia
20041,Dickinson,33.22,32.95471796,19004,Kansas
6049,Modoc,75.16,32.94861205,8938,California
34021,Mercer,55.8,32.89924244,368762,New Jersey
37067,Forsyth,68.34,32.88457979,371573,North Carolina
48107,Crosby,93.95,32.87169705,5861,Texas
40131,Rogers,28.34,32.79026005,90814,Oklahoma
28037,Franklin,57.17,32.74130212,7757,Mississippi
49047,Uintah,48.38,32.7129875,36323,Utah
40013,Bryan,81.27,32.62588823,45759,Oklahoma
51027,Buchanan,75.45,32.5669154,22138,Virginia
12021,Collier,46.18,32.42989386,363922,Florida
20139,Osage,23.41,32.42077302,15882,Kansas
16037,Custer,43.69,32.32726672,4141,Idaho
26135,Oscoda,66.94,32.19516873,8277,Michigan
53033,King,28.54,32.13110663,2163257,Washington
51530,Buena Vista,32.42,32,6399,Virginia
35043,Sandoval,48.18,31.99605807,140769,New Mexico
4009,Graham,96.4,31.94851491,37879,Arizona
38065,Oliver,21.08,31.92218524,1837,North Dakota
13281,Towns,32.58,31.79812443,11417,Georgia
46081,Lawrence,26.18,31.71371092,25234,South Dakota
48317,Martin,42.39,31.71155644,5614,Texas
28009,Benton,66.05,31.63954653,8253,Mississippi
48071,Chambers,41.08,31.52286565,40292,Texas
31075,Grant,13.28,31.52183771,718,Nebraska
48211,Hemphill,74.27,31.45559543,4061,Texas
46091,Marshall,21.31,31.29189934,4895,South Dakota
31031,Cherry,22.61,31.2531284,5790,Nebraska
20113,McPherson,10.67,31.23997111,28630,Kansas
46065,Hughes,40.61,31.16587324,17617,South Dakota
28129,Smith,47.32,31.16547479,16063,Mississippi
51171,Shenandoah,36.43,31.08508674,43045,Virginia
20031,Coffey,20.35,31.08469242,8296,Kansas
48483,Wheeler,69.62,31.08266425,5482,Texas
21165,Menifee,58.47,31.06342393,6405,Kentucky
21095,Harlan,88.03,31.02491223,27134,Kentucky
46102,Oglala Lakota,99.43,31.01009672,14335,South Dakota
37019,Brunswick,35.83,30.98022147,126860,North Carolina
46021,Campbell,0.64,30.97688527,1435,South Dakota
5113,Polk,89.49,30.94982889,20163,Arkansas
27137,St. Louis,31.18,30.91890831,200080,Minnesota
36055,Monroe,52.04,30.90072389,744248,New York
46007,Bennett,79.27,30.89820491,3437,South Dakota
48115,Dawson,94.75,30.87203789,12964,Texas
47013,Campbell,73.38,30.71366948,39687,Tennessee
12051,Hendry,99.39,30.43958252,40127,Florida
37193,Wilkes,69.24,30.42028811,68460,North Carolina
41055,Sherman,13.5,30.34509351,1605,Oregon
47151,Scott,76.37,30.29563886,21954,Tennessee
13157,Jackson,35.16,30.04572207,65755,Georgia
6095,Solano,59.11,30.00482117,438530,California
51678,Lexington,32.26,30,7110,Virginia
48453,Travis,38.12,29.89999212,1203166,Texas
56013,Fremont,56.24,29.81358396,40076,Wyoming
27069,Kittson,9.97,29.7862728,4337,Minnesota
40031,Comanche,83.54,29.65030055,122561,Oklahoma
16063,Lincoln,55.76,29.49649398,5321,Idaho
51079,Greene,16.31,29.47540143,19410,Virginia
21063,Elliott,72.39,29.35843053,7517,Kentucky
47129,Morgan,74.94,29.31534409,21596,Tennessee
13175,Laurens,80.13,29.25729341,47418,Georgia
48023,Baylor,15.54,29.24571936,3591,Texas
48251,Johnson,50.73,29.23328315,163475,Texas
51735,Poquoson,1.27,29.02992727,12039,Virginia
48075,Childress,75,29.01354793,7226,Texas
48291,Liberty,94.27,28.99944947,81862,Texas
49025,Kane,10.54,28.93789704,7350,Utah
4005,Coconino,71.31,28.85968686,140217,Arizona
12081,Manatee,51.97,28.79305672,373853,Florida
38085,Sioux,88.44,28.77713019,4413,North Dakota
37043,Clay,21.91,28.65215906,10813,North Carolina
48501,Yoakum,49.2,28.57810208,8571,Texas
20159,Rice,42.52,28.51086975,9762,Kansas
36111,Ulster,47.04,28.43283824,179303,New York
37197,Yadkin,64.04,28.36225502,37665,North Carolina
16029,Caribou,19.17,28.34115169,6918,Idaho
16009,Benewah,73.34,28.27269972,9086,Idaho
31149,Rock,0.92,28.19944455,1350,Nebraska
55001,Adams,56.85,28.11914965,20073,Wisconsin
47035,Cumberland,53.73,28.0901761,58634,Tennessee
26069,Iosco,44.94,28.03827042,25247,Michigan
28099,Neshoba,96.85,27.94827513,29376,Mississippi
48011,Armstrong,15.99,27.86732684,1916,Texas
47067,Hancock,76.66,27.83983376,6585,Tennessee
21147,McCreary,87.8,27.75562382,17635,Kentucky
56017,Hot Springs,12.29,27.72082042,4680,Wyoming
51157,Rappahannock,2.13,27.61008059,7332,Virginia
48485,Wichita,81.66,27.57741045,131818,Texas
27077,Lake of the Woods,15.76,27.5174789,3809,Minnesota
47155,Sevier,61.11,27.51360661,96287,Tennessee
27065,Kanabec,28.41,27.48723344,16004,Minnesota
28089,Madison,28.98,27.47652864,103498,Mississippi
29085,Hickory,46.72,27.45956679,9368,Missouri
31071,Garfield,4.3,27.40272995,1975,Nebraska
5133,Sevier,76.75,27.36711483,17193,Arkansas
51139,Page,39.36,27.34394146,23749,Virginia
12087,Monroe,45.57,27.30260393,76325,Florida
53023,Garfield,18.34,27.21247233,2224,Washington
31017,Brown,12.52,27.19667908,2988,Nebraska
26039,Crawford,36.97,27.15029869,13836,Michigan
48341,Moore,69.9,27.08322601,21801,Texas
46093,Meade,8.92,27.00086984,27424,South Dakota
16011,Bingham,50.7,26.96072807,45551,Idaho
27119,Polk,36.69,26.87050056,31591,Minnesota
53073,Whatcom,45.41,26.86142714,216812,Washington
8041,El Paso,39.27,26.85147754,688153,Colorado
40051,Grady,30.8,26.84415626,54733,Oklahoma
13285,Troup,90.13,26.8211058,69774,Georgia
6113,Yolo,67.68,26.79886585,214977,California
46039,Deuel,8.22,26.78910487,4306,South Dakota
35037,Quay,80.96,26.69802511,8373,New Mexico
31005,Arthur,0.83,26.66122085,418,Nebraska
13297,Walton,29.3,26.62122302,90132,Georgia
28159,Winston,93.06,26.55028074,18358,Mississippi
32003,Clark,74.04,26.36900545,2141574,Nevada
48329,Midland,47.48,26.34814185,164194,Texas
47049,Fentress,63.73,26.32086543,17994,Tennessee
38027,Eddy,29.04,26.12861827,2313,North Dakota
13105,Elbert,83.38,26.0299617,19212,Georgia
35025,Lea,92.17,26.00742546,70126,New Mexico
34041,Warren,21.78,25.90570264,106293,New Jersey
48465,Val Verde,96.78,25.81232646,49027,Texas
8105,Rio Grande,95.86,25.79648322,11351,Colorado
48225,Houston,91.31,25.75830198,22955,Texas
36029,Erie,41.4,25.67920071,919866,New York
8051,Gunnison,13.92,25.67605401,16537,Colorado
31103,Keya Paha,0.1,25.59797651,792,Nebraska
12009,Brevard,37.13,25.51681135,576808,Florida
37113,Macon,35.48,25.48181616,34410,North Carolina
22079,Rapides,90.86,25.47525395,131546,Louisiana
1111,Randolph,71.91,25.45672172,22574,Alabama
8037,Eagle,13.69,25.4193926,54357,Colorado
48491,Williamson,20.16,25.36262537,527057,Texas
49011,Davis,7.96,25.32054871,340621,Utah
5091,Miller,91.24,25.3142407,43759,Arkansas
1021,Chilton,76.02,25.28330215,43930,Alabama
47143,Rhea,82.07,25.24012916,32628,Tennessee
48005,Angelina,97.71,25.23839951,87607,Texas
6065,Riverside,79.39,25.19646686,2383286,California
1073,Jefferson,66.21,25.18625637,659892,Alabama
48471,Walker,69.97,25.15475663,71539,Texas
51163,Rockbridge,14.33,25.07092056,22509,Virginia
20027,Clay,4.94,25.06112232,8142,Kansas
16053,Jerome,67.36,25.02310275,23431,Idaho
30045,Judith Basin,1.62,25.00916813,1951,Montana
40071,Kay,84.2,24.66327922,44880,Oklahoma
26143,Roscommon,46.27,24.63865458,23877,Michigan
32017,Lincoln,42.13,24.6330255,5174,Nevada
48105,Crockett,68.92,24.61806547,3633,Texas
40055,Greer,77.42,24.56206869,5943,Oklahoma
27001,Aitkin,30.83,24.51185127,15834,Minnesota
46107,Potter,5.16,24.47270456,2326,South Dakota
53063,Spokane,48.25,24.46653699,497875,Washington
51019,Bedford,9.84,24.4615365,77908,Virginia
28065,Jefferson Davis,84.39,24.41042183,11495,Mississippi
56009,Converse,20.48,24.37543939,13997,Wyoming
16019,Bonneville,36.34,24.3553762,112397,Idaho
4021,Pinal,85.92,24.24236751,419721,Arizona
46031,Corson,83.95,24.20463795,4168,South Dakota
37175,Transylvania,39.75,24.17807935,33513,North Carolina
27145,Stearns,38.85,24.11134914,156819,Minnesota
45091,York,36.62,24.10895263,258641,South Carolina
47139,Polk,49.04,24.02616703,16782,Tennessee
27171,Wright,4.62,24.00962556,132745,Minnesota
48243,Jeff Davis,36.11,23.98458443,2234,Texas
8021,Conejos,93.25,23.96559104,8142,Colorado
20095,Kingman,5.13,23.8765204,7470,Kansas
30013,Cascade,41.02,23.84263222,81746,Montana
48151,Fisher,43.12,23.71232098,3883,Texas
45081,Saluda,79.49,23.70427755,20299,South Carolina
48463,Uvalde,95.48,23.64378842,27009,Texas
40087,McClain,16.24,23.58997296,38634,Oklahoma
48027,Bell,80.51,23.58131548,342236,Texas
31183,Wheeler,0.48,23.50372851,822,Nebraska
1117,Shelby,11.69,23.49057696,211261,Alabama
48359,Oldham,43.22,23.46440482,2090,Texas
12005,Bay,60.76,23.46334755,182482,Florida
38057,Mercer,10.16,23.38955306,8570,North Dakota
48061,Cameron,97.58,23.38406058,421750,Texas
6035,Lassen,59.97,23.35298634,31185,California
54047,McDowell,90.29,23.27727552,19217,West Virginia
46111,Sanborn,3.85,23.25231468,2388,South Dakota
56003,Big Horn,39.55,23.09802286,11901,Wyoming
31161,Sheridan,59.68,23.05880755,5234,Nebraska
35051,Sierra,91.46,23.04468434,11135,New Mexico
54089,Summers,82.9,22.98710858,13018,West Virginia
53041,Lewis,78.89,22.92566171,76947,Washington
46047,Fall River,41.72,22.91321759,6774,South Dakota
28061,Jasper,76.91,22.89863421,16529,Mississippi
40105,Nowata,58.95,22.87482092,10383,Oklahoma
13221,Oglethorpe,52.17,22.67945592,14784,Georgia
8049,Grand,9.87,22.44563535,15066,Colorado
20151,Pratt,38.73,22.42474333,9582,Kansas
48213,Henderson,72.01,22.24264943,80460,Texas
45009,Bamberg,95.16,22.23311019,14600,South Carolina
36059,Nassau,24.3,22.16374528,1356564,New York
48347,Nacogdoches,98.22,22.15440926,65558,Texas
56023,Lincoln,8.09,22.13469563,19011,Wyoming
27025,Chisago,5.92,22.1064512,54727,Minnesota
8015,Chaffee,23.89,22.0669879,19164,Colorado
40143,Tulsa,61.59,21.84677752,642781,Oklahoma
1097,Mobile,75.32,21.79460457,414659,Alabama
54011,Cabell,62.45,21.75449508,95318,West Virginia
51199,York,19.97,21.6346318,67587,Virginia
36081,Queens,62.01,21.5399662,2298513,New York
48003,Andrews,47.36,21.53973081,17818,Texas
48373,Polk,91.21,21.5223128,47837,Texas
48489,Willacy,98.92,21.49067174,21754,Texas
27021,Cass,35,21.4434726,29022,Minnesota
48173,Glasscock,17.61,21.38601415,1430,Texas
46137,Ziebach,95.38,21.37920782,2814,South Dakota
48253,Jones,63.28,21.28690518,19891,Texas
40039,Custer,75.03,21.25493754,29209,Oklahoma
48121,Denton,22.1,21.19141107,807047,Texas
48039,Brazoria,51.34,20.86241699,353999,Texas
1037,Coosa,52.61,20.67731053,10855,Alabama
35047,San Miguel,98.63,20.67496877,28034,New Mexico
20115,Marion,17.71,20.64971389,12032,Kansas
30075,Powder River,3.92,20.59474132,1619,Montana
38059,Morton,10.35,20.52830656,30544,North Dakota
31117,McPherson,8.38,20.51689959,454,Nebraska
56019,Johnson,17.74,20.509245,8515,Wyoming
26033,Chippewa,72.45,20.4523053,37834,Michigan
4013,Maricopa,63.54,20.3656141,4253913,Arizona
27111,Otter Tail,20.99,20.30486926,57992,Minnesota
45073,Oconee,72.93,20.19794336,76696,South Carolina
46109,Roberts,71.78,20.15843723,10285,South Dakota
53005,Benton,51.4,20.09596621,194168,Washington
51113,Madison,16.4,20.02870592,13139,Virginia
49039,Sanpete,60.19,19.96910155,29366,Utah
12115,Sarasota,25.38,19.86882159,412144,Florida
48181,Grayson,65.92,19.86635159,128560,Texas
49037,San Juan,97.52,19.80269914,15281,Utah
22071,Orleans,74.49,19.72164138,389648,Louisiana
27135,Roseau,24.78,19.69736184,15462,Minnesota
48487,Wilbarger,90.83,19.62849348,12906,Texas
13063,Clayton,91.02,19.55491986,278666,Georgia
46073,Jerauld,5.06,19.50635233,2029,South Dakota
40075,Kiowa,65.45,19.39729702,9001,Oklahoma
56043,Washakie,37.32,19.33913493,8129,Wyoming
21043,Carter,82.04,19.26950706,27290,Kentucky
53043,Lincoln,19.84,19.17449225,10435,Washington
34019,Hunterdon,2.64,19.15134068,125051,New Jersey
53053,Pierce,48.73,19.11946216,859840,Washington
51820,Waynesboro,60.13,19,21926,Virginia
37129,New Hanover,37.71,18.88211971,224231,North Carolina
13145,Harris,13.41,18.86270642,33590,Georgia
13289,Twiggs,75.8,18.81742656,8284,Georgia
51165,Rockingham,31.97,18.77137766,79444,Virginia
40045,Ellis,30.19,18.77011868,4072,Oklahoma
16027,Canyon,73.66,18.67483753,212230,Idaho
13211,Morgan,24.46,18.62251179,18235,Georgia
46049,Faulk,7.77,18.62125422,2322,South Dakota
49041,Sevier,32.61,18.48462012,21118,Utah
37169,Stokes,30.67,18.32355937,45905,North Carolina
12095,Orange,66.91,18.29264539,1321194,Florida
31069,Garden,1.43,18.28696245,1860,Nebraska
8071,Las Animas,83.73,18.27330815,14179,Colorado
1003,Baldwin,21.62,18.26233794,208107,Alabama
13051,Chatham,69.49,18.21554783,287049,Georgia
31171,Thomas,0.35,18.21347521,645,Nebraska
37151,Randolph,69.65,18.21074557,142958,North Carolina
46051,Grant,5.51,18.18417349,7217,South Dakota
5143,Washington,67.45,18.1566312,228529,Arkansas
55137,Waushara,36.53,18.10635962,24116,Wisconsin
56001,Albany,24.94,18.02929284,38102,Wyoming
20207,Woodson,43.98,17.96589817,3170,Kansas
30035,Glacier,85.83,17.86993921,13699,Montana
56041,Uinta,45.22,17.81765655,20609,Wyoming
46041,Dewey,88.31,17.75393596,5779,South Dakota
53071,Walla Walla,68.31,17.74247076,60236,Washington
31009,Blaine,9.08,17.66168688,480,Nebraska
51069,Frederick,18.22,17.65474038,85153,Virginia
35053,Socorro,97.45,17.61361626,17000,New Mexico
48197,Hardeman,72.8,17.51594382,3952,Texas
56025,Natrona,29.52,17.42171143,80610,Wyoming
1001,Autauga,43.54,17.39043873,55200,Alabama
40057,Harmon,81.08,17.38890802,2721,Oklahoma
48153,Floyd,82.99,17.14081801,5872,Texas
32007,Elko,51.78,17.07756889,52252,Nevada
20079,Harvey,33.5,16.97674604,34555,Kansas
31139,Pierce,2.29,16.92757231,7157,Nebraska
48455,Trinity,80.16,16.84766005,14569,Texas
27027,Clay,22.17,16.81504836,62801,Minnesota
31091,Hooker,14.68,16.78702069,691,Nebraska
46095,Mellette,91.56,16.73830089,2055,South Dakota
45039,Fairfield,74.84,16.61263654,22712,South Carolina
48325,Medina,66.97,16.59347522,49334,Texas
51015,Augusta,14.9,16.45979102,74701,Virginia
5081,Little River,63.06,16.36735713,12417,Arkansas
8101,Pueblo,86.69,16.35175842,164685,Colorado
38007,Billings,3.12,16.33838964,946,North Dakota
6101,Sutter,88.22,16.3240183,95872,California
12015,Charlotte,48.89,16.18687756,176954,Florida
5047,Franklin,59.43,16.1299986,17780,Arkansas
31003,Antelope,10.32,16.12799685,6372,Nebraska
35003,Catron,33.57,16.11124984,3539,New Mexico
31045,Dawes,17.17,16.0799622,8896,Nebraska
31115,Loup,0.45,16.04154093,585,Nebraska
40033,Cotton,67.42,16.00273125,5929,Oklahoma
54063,Monroe,46.62,15.90439793,13467,West Virginia
13163,Jefferson,94.39,15.84289077,15772,Georgia
31041,Custer,18.18,15.83268257,10830,Nebraska
48381,Randall,22.04,15.69865052,132475,Texas
36021,Columbia,38.54,15.66608695,60919,New York
13273,Terrell,95.7,15.64904931,8859,Georgia
34029,Ocean,33.54,15.64763839,591939,New Jersey
35021,Harding,36.15,15.60463056,459,New Mexico
12085,Martin,39.9,15.60454167,157581,Florida
37189,Watauga,41.21,15.60308034,54117,North Carolina
46119,Sully,0.73,15.56013495,1331,South Dakota
5127,Scott,88.73,15.49695832,10442,Arkansas
9001,Fairfield,44.97,15.43145,944348,Connecticut
6077,San Joaquin,88.92,15.4071126,732212,California
30099,Teton,29.81,15.35472376,6080,Montana
35017,Grant,92.96,15.25092116,28061,New Mexico
49017,Garfield,45.92,15.16984936,5017,Utah
21205,Rowan,75.57,15.08581917,24499,Kentucky
21197,Powell,77.32,15.03495815,12321,Kentucky
27163,Washington,6.82,15.0211666,253317,Minnesota
13317,Wilkes,75.61,14.96551967,9884,Georgia
28127,Simpson,90.73,14.94275425,27073,Mississippi
31113,Logan,10.73,14.93936267,886,Nebraska
51003,Albemarle,17.32,14.81871033,106355,Virginia
48021,Bastrop,74.59,14.81522501,82577,Texas
48277,Lamar,83.57,14.7456972,49532,Texas
37183,Wake,27.74,14.68616962,1046558,North Carolina
27115,Pine,46.31,14.65496811,29129,Minnesota
20117,Marshall,12.64,14.65246391,9798,Kansas
48179,Gray,84.46,14.60074513,22685,Texas
20085,Jackson,26.94,14.51926321,13318,Kansas
46071,Jackson,96.66,14.48392613,3287,South Dakota
30069,Petroleum,0.29,14.45856822,432,Montana
51167,Russell,44.87,14.40227797,27408,Virginia
31107,Knox,32.77,14.379409,8460,Nebraska
1007,Bibb,60.03,14.36586634,22527,Alabama
40035,Craig,85.38,14.36176023,14493,Oklahoma
54027,Hampshire,64.33,14.35130211,23363,West Virginia
13167,Johnson,90.61,14.35045838,9730,Georgia
20173,Sedgwick,53.57,14.2710484,512064,Kansas
49015,Emery,26.27,14.24934274,10248,Utah
56007,Carbon,50.29,14.24772547,15477,Wyoming
46061,Hanson,0.13,14.24647487,3397,South Dakota
38015,Burleigh,17.39,14.23708692,93737,North Dakota
20047,Edwards,37.2,14.21096963,2925,Kansas
48233,Hutchinson,66.31,14.19963488,21571,Texas
47173,Union,66.72,14.10096482,19293,Tennessee
1025,Clarke,84.71,14.00336678,24387,Alabama
48393,Roberts,9.11,13.9647126,885,Texas
12069,Lake,60.29,13.93737033,335362,Florida
47011,Bradley,69.14,13.8596044,104557,Tennessee
46123,Tripp,34.11,13.71265342,5468,South Dakota
28051,Holmes,98.18,13.68215622,18075,Mississippi
48305,Lynn,89.08,13.56021583,5808,Texas
31015,Boyd,9.2,13.54008598,2042,Nebraska
48295,Lipscomb,46.05,13.53012469,3469,Texas
27107,Norman,32.48,13.44341297,6559,Minnesota
27017,Carlton,26.66,13.43349463,35540,Minnesota
1099,Monroe,74.81,13.39759475,21512,Alabama
13121,Fulton,52.68,13.3453409,1021902,Georgia
21089,Greenup,32.17,13.28034505,35765,Kentucky
16065,Madison,40.29,13.26322513,38705,Idaho
47001,Anderson,60.64,13.25921301,75775,Tennessee
13181,Lincoln,55.64,13.21081912,7799,Georgia
55047,Green Lake,28.69,13.20728627,18757,Wisconsin
31035,Clay,16.46,13.20726777,6232,Nebraska
21065,Estill,79.97,13.19258578,14313,Kentucky
48057,Calhoun,86.18,13.14500522,21807,Texas
4017,Navajo,99.55,13.11343709,108705,Arizona
30073,Pondera,82.96,13.08497961,6044,Montana
48043,Brewster,65.73,13.080825,9216,Texas
28093,Marshall,69.04,13.04187262,35787,Mississippi
28029,Copiah,94.11,13.03228785,28721,Mississippi
46013,Brown,32.87,13.02229177,38840,South Dakota
13219,Oconee,3.54,12.99388013,37017,Georgia
45007,Anderson,70.1,12.95721992,195995,South Carolina
38025,Dunn,22.26,12.90441081,4387,North Dakota
38055,McLean,8.34,12.89700285,9608,North Dakota
46037,Day,18.5,12.87276001,5506,South Dakota
30087,Rosebud,60.7,12.86086354,9250,Montana
22089,St. Charles,35.29,12.77269842,52724,Louisiana
38063,Nelson,3.5,12.762817,2920,North Dakota
46023,Charles Mix,73.89,12.75534994,9344,South Dakota
46009,Bon Homme,23.82,12.65868317,6969,South Dakota
35045,San Juan,91.94,12.64976762,127455,New Mexico
16041,Franklin,14.14,12.64597848,13279,Idaho
51023,Botetourt,4.14,12.64572897,33222,Virginia
36117,Wayne,34.14,12.62270874,90856,New York
48207,Haskell,97.55,12.54978471,5809,Texas
30111,Yellowstone,24.97,12.43477142,157816,Montana
48371,Pecos,82.13,12.29475224,15797,Texas
27053,Hennepin,30.92,12.29139662,1235478,Minnesota
26129,Ogemaw,62.58,12.28575538,20928,Michigan
54031,Hardy,28.5,12.13282877,13842,West Virginia
47177,Warren,83.22,12.11801005,40454,Tennessee
27123,Ramsey,63.34,12.04229389,541493,Minnesota
40149,Washita,40.45,12.02913442,11432,Oklahoma
45001,Abbeville,85.64,11.97396682,24657,South Carolina
46055,Haakon,36.24,11.90711237,2082,South Dakota
53025,Grant,84.52,11.90258747,94860,Washington
38039,Griggs,7.32,11.87446703,2266,North Dakota
47171,Unicoi,79.81,11.86136051,17780,Tennessee
32019,Lyon,57.83,11.85165711,53155,Nevada
28123,Scott,98.5,11.84993567,28415,Mississippi
30027,Fergus,23.76,11.80100772,11273,Montana
48437,Swisher,97.01,11.79799135,7484,Texas
49055,Wayne,29.08,11.76388818,2694,Utah
46011,Brookings,15.61,11.75786694,34239,South Dakota
4001,Apache,98.85,11.75316008,71522,Arizona
54023,Grant,36.75,11.74422949,11641,West Virginia
6029,Kern,96.59,11.73513661,883053,California
20007,Barber,28.03,11.73366087,4733,Kansas
29105,Laclede,61.78,11.73005709,35507,Missouri
48271,Kinney,85.61,11.70003736,3675,Texas
8117,Summit,7.07,11.63942305,30429,Colorado
46127,Union,2.74,11.61469991,15177,South Dakota
40083,Logan,29.84,11.60968472,46044,Oklahoma
27167,Wilkin,19.24,11.47650358,6343,Minnesota
38037,Grant,7.1,11.47499709,2380,North Dakota
48377,Presidio,99.81,11.46696636,7123,Texas
12063,Jackson,95.83,11.42258612,48472,Florida
29059,Dallas,70.19,11.41745642,16499,Missouri
22087,St. Bernard,77.13,11.33338548,45694,Louisiana
37171,Surry,72.58,11.33017354,72099,North Carolina
45047,Greenwood,93.44,11.26143454,70264,South Carolina
40043,Dewey,22.48,11.21247554,4918,Oklahoma
48103,Crane,47.39,11.08957996,4839,Texas
29167,Polk,59.87,11.06035366,31549,Missouri
13021,Bibb,91.75,11.04720654,153490,Georgia
35001,Bernalillo,68.28,11.02000277,677692,New Mexico
38077,Richland,12.17,11.01027123,16288,North Dakota
48217,Hill,87.07,10.99965275,35399,Texas
54019,Fayette,76.4,10.97493338,44126,West Virginia
5007,Benton,27.07,10.92494167,258980,Arkansas
35035,Otero,91.4,10.921064,65745,New Mexico
38033,Golden Valley,9.3,10.87039383,1882,North Dakota
1123,Tallapoosa,88.63,10.6821286,40636,Alabama
31119,Madison,51.05,10.67602618,35164,Nebraska
20131,Nemaha,9.62,10.62781778,10104,Kansas
40153,Woodward,57.45,10.5624877,20967,Oklahoma
20025,Clark,31.24,10.53269867,2053,Kansas
48309,McLennan,84.36,10.40268212,248429,Texas
48439,Tarrant,54.75,10.35438893,2019977,Texas
51043,Clarke,11.31,10.34353231,14365,Virginia
38053,McKenzie,39.2,10.33717641,12536,North Dakota
51800,Suffolk,34.68,10.32507742,89160,Virginia
32029,Storey,7.17,10.29089826,3941,Nevada
40027,Cleveland,34.36,10.27361341,276733,Oklahoma
22051,Jefferson,61.21,10.26623169,435300,Louisiana
